window_start_sec,window_end_sec,window_center_sec,n_seizures,obs_median_maxAB,obs_q25,obs_q75,all_contact_null_median,all_contact_null_p2.5,all_contact_null_p97.5,all_contact_pointwise_p,all_contact_maxt_p,all_contact_cluster_sig,within_shaft_null_median,within_shaft_null_p2.5,within_shaft_null_p97.5,within_shaft_pointwise_p,within_shaft_maxt_p,within_shaft_cluster_sig
-120.0,-110.0,-115.0,24,0.7034169409433633,0.5312407831621065,0.7610019832553307,0.6443160464969184,0.5575304268142488,0.726910581628464,0.07592407592407592,0.9210789210789211,False,0.6546099235769873,0.5703423620553171,0.7331690650601579,0.12887112887112886,0.9790209790209791,False
-118.0,-108.0,-113.0,24,0.5872043671991147,0.42687215537568163,0.7550300876029433,0.6423456375855608,0.5576942553841311,0.7263154804379875,0.8761238761238761,1.0,False,0.6499417513539498,0.5565790955035074,0.7250738042100957,0.9090909090909091,1.0,False
-116.0,-106.0,-111.0,24,0.6593266632452555,0.5091917696804158,0.8121651538715947,0.6441877386727399,0.5556525535929563,0.7223621967387223,0.36063936063936064,1.0,False,0.6492099777143316,0.560752661784915,0.7287818548951699,0.4195804195804196,1.0,False
-114.0,-104.0,-109.0,24,0.7091061258661884,0.6201072858939015,0.8315072861548625,0.6441263465848808,0.5527708334057762,0.722517504817289,0.056943056943056944,0.8661338661338661,False,0.6360969452817605,0.5404908953046088,0.7212095069626391,0.04995004995004995,0.8331668331668332,False
-112.0,-102.0,-107.0,24,0.7517816833306801,0.6579001760958498,0.8620780115586337,0.645354776287607,0.560002443759471,0.7214134070641764,0.002997002997002997,0.13386613386613386,False,0.6494848191042224,0.5602879805763186,0.7271943214519645,0.004995004995004995,0.17882117882117882,False
-110.0,-100.0,-105.0,24,0.7479722004879387,0.573373920276774,0.8567590354907574,0.6444230955496135,0.5449606589330486,0.7280891674830362,0.004995004995004995,0.26673326673326675,False,0.6538405110768876,0.5770399297969296,0.7309269207921788,0.00999000999000999,0.2777222777222777,False
-108.0,-98.0,-103.0,24,0.7113732008420565,0.6052682664471364,0.8176418653663358,0.6415616887247083,0.5470177393864178,0.7273425772171781,0.05094905094905095,0.8651348651348651,False,0.6685274109509216,0.5883684618179654,0.7358453133060319,0.10589410589410589,0.9790209790209791,False
-106.0,-96.0,-101.0,24,0.771705819225498,0.4896998610769563,0.808355879099152,0.6425409919597929,0.5556395868890862,0.7258452709862794,0.001998001998001998,0.025974025974025976,False,0.6688518599119384,0.5971183479375389,0.7367115495962745,0.001998001998001998,0.030969030969030968,False
-104.0,-94.0,-99.0,24,0.7472303829593613,0.6029808463110156,0.7986061276963975,0.6416951552815016,0.5506978849823079,0.7191844665409847,0.008991008991008992,0.2037962037962038,False,0.6614611062304553,0.5824216617248462,0.7274772955376821,0.003996003996003996,0.2647352647352647,False
-102.0,-92.0,-97.0,24,0.6863005911855773,0.5872428148697072,0.7981704035519814,0.6434399399651223,0.549226190185038,0.7208207417900728,0.16683316683316685,0.994005994005994,False,0.6614232627804305,0.5799052718690496,0.7345163254779862,0.24875124875124874,1.0,False
-100.0,-90.0,-95.0,24,0.681597271157094,0.5044213228291621,0.8270505520940183,0.643244900039421,0.550408297140773,0.727514593036097,0.1848151848151848,0.999000999000999,False,0.6531500280481695,0.5781124245710294,0.7291534656626945,0.23876123876123875,0.998001998001998,False
-98.0,-88.0,-93.0,24,0.7744256554656538,0.6578581934400244,0.8243153511738753,0.6424559608089596,0.5525024228319461,0.7238710710725467,0.001998001998001998,0.02097902097902098,False,0.6617724881790727,0.5775536315325793,0.7307349528966544,0.001998001998001998,0.03196803196803197,False
-96.0,-86.0,-91.0,24,0.7085590293531094,0.6074068349961212,0.7689528348011218,0.6466298933645191,0.5566035307925896,0.7261318838834403,0.07392607392607392,0.9000999000999002,False,0.6677480901629543,0.5976382614884519,0.7339220463543213,0.11388611388611389,0.984015984015984,False
-94.0,-84.0,-89.0,24,0.6901299716918212,0.626371035001373,0.7886783169571275,0.6460409607828153,0.5539840779359998,0.7269005882122236,0.14285714285714285,0.9820179820179821,False,0.6725362612424932,0.612063524319937,0.7316014346794772,0.2977022977022977,1.0,False
-92.0,-82.0,-87.0,24,0.7440111185635953,0.6115088052742825,0.7971083687395315,0.6395977465959632,0.5453648560937052,0.7208514954695073,0.006993006993006993,0.24475524475524477,False,0.6686548459956319,0.5936497431119983,0.7366195472565569,0.008991008991008992,0.4355644355644356,False
-90.0,-80.0,-85.0,24,0.7061704456505153,0.6222320703937743,0.8021895169309754,0.6423756504764955,0.5581566028056385,0.7210088395447072,0.06293706293706294,0.8791208791208791,False,0.6607657216238114,0.5789287680544359,0.7250689436668659,0.10589410589410589,0.9690309690309691,False
-88.0,-78.0,-83.0,24,0.7026766192442461,0.5429759944607194,0.8050018693119434,0.6425699592810339,0.5542019056116085,0.7246101662047668,0.08191808191808192,0.926073926073926,False,0.6624751903907705,0.5785567853746226,0.73399402319998,0.14785214785214784,0.99000999000999,False
-86.0,-76.0,-81.0,24,0.6739161151591537,0.4883156848662415,0.8034207529718027,0.641141987184827,0.5437002785768792,0.7226315505374232,0.22677322677322678,1.0,False,0.6560529893705523,0.5675821182908444,0.7321376350893926,0.32667332667332666,1.0,False
-84.0,-74.0,-79.0,24,0.7158057978293685,0.5287423340701943,0.8127539959477021,0.6420388403525654,0.5514227701987038,0.7292037163254118,0.04895104895104895,0.8511488511488512,False,0.6491601092008099,0.5627292663066321,0.7300121376349392,0.04695304695304695,0.8111888111888111,False
-82.0,-72.0,-77.0,24,0.6929738336891451,0.5220346906101863,0.7885126385224296,0.642175986399869,0.5497635922974883,0.7243594367733128,0.12287712287712288,0.975024975024975,False,0.6488300655613001,0.5644291149398164,0.726835577734392,0.15084915084915085,0.989010989010989,False
-80.0,-70.0,-75.0,24,0.6815454720535086,0.5417904103845688,0.7973449632206075,0.6428846950373573,0.5548947651737717,0.7251790324768165,0.1938061938061938,0.999000999000999,False,0.6468285616268039,0.5605169303774516,0.726403409009275,0.21478521478521478,0.998001998001998,False
-78.0,-68.0,-73.0,24,0.7141197037558347,0.541054500306444,0.808979430400959,0.6406893660762567,0.5439582144249969,0.7291624154223687,0.05194805194805195,0.8531468531468531,False,0.6619490494722317,0.5783096978434116,0.7366473467026902,0.08191808191808192,0.9530469530469531,False
-76.0,-66.0,-71.0,24,0.6197406338058733,0.5090561995537783,0.7769063608350615,0.6417801792197575,0.5548848531396612,0.7210663844893779,0.6853146853146853,1.0,False,0.6532097410118434,0.5768839104204329,0.7316507250303204,0.8031968031968032,1.0,False
-74.0,-64.0,-69.0,24,0.6845333321922009,0.4621406179223291,0.7714931245970524,0.645198525654326,0.5499367295672695,0.7191204109745463,0.17282717282717283,0.998001998001998,False,0.6447799275220019,0.5619838424160735,0.7170788495580149,0.16483516483516483,0.991008991008991,False
-72.0,-62.0,-67.0,24,0.5669914086921116,0.4762969693727169,0.7487587726936125,0.6421656607562201,0.5568408924662812,0.719191413121395,0.958041958041958,1.0,False,0.6496625140815782,0.5662118648115758,0.723614774229742,0.973026973026973,1.0,False
-70.0,-60.0,-65.0,24,0.6659170281857476,0.5086566654190134,0.7463263293946083,0.6420129534158178,0.5579196838733068,0.7210436081855726,0.2777222777222777,1.0,False,0.6607708419160012,0.5845723768578647,0.7332329219455966,0.4485514485514486,1.0,False
-68.0,-58.0,-63.0,24,0.6561815114847964,0.595374750777438,0.7841774356602286,0.6430343187887315,0.5502371743702574,0.7261629354761708,0.3706293706293706,1.0,False,0.6609873278585653,0.5927634478393423,0.7297092611727721,0.5554445554445554,1.0,False
-66.0,-56.0,-61.0,24,0.7277046905405402,0.6315412127147664,0.8554189082126873,0.6467189151820206,0.5506901638205869,0.7279435457322324,0.026973026973026972,0.6623376623376623,True,0.6571393898964313,0.5719442974738611,0.7240946224352304,0.017982017982017984,0.6603396603396603,True
-64.0,-54.0,-59.0,24,0.7847808087558281,0.6531770696495243,0.833549947072568,0.6395174648043019,0.5508994736584958,0.7195047034991929,0.000999000999000999,0.006993006993006993,True,0.6465213460016972,0.5604846997933676,0.7215919722027692,0.001998001998001998,0.004995004995004995,True
-62.0,-52.0,-57.0,24,0.7932045029630213,0.6880808194614424,0.8631871154857382,0.6428500605953347,0.5477352199686647,0.7245637723101964,0.000999000999000999,0.001998001998001998,True,0.6415734012115512,0.5489669962864321,0.7198650910723468,0.000999000999000999,0.003996003996003996,True
-60.0,-50.0,-55.0,24,0.7380578649095335,0.6621471765056464,0.8621710989152161,0.6430298111690271,0.5552026811290063,0.7234865015399924,0.008991008991008992,0.3336663336663337,True,0.6386422060660135,0.5480403133982368,0.7187845515242829,0.00999000999000999,0.2997002997002997,True
-58.0,-48.0,-53.0,24,0.7613125686245046,0.629992957988498,0.8555060964030845,0.6427431846201871,0.556916477582645,0.7274125563251729,0.001998001998001998,0.0939060939060939,True,0.6534044627246363,0.5647912054373174,0.7255812258145854,0.002997002997002997,0.08691308691308691,True
-56.0,-46.0,-51.0,24,0.7836151470495061,0.6354162637288501,0.8455449478480953,0.64479155512429,0.5494333392483295,0.7303211896460384,0.000999000999000999,0.01998001998001998,True,0.6523085570492941,0.5638958876953264,0.7274141607740712,0.000999000999000999,0.012987012987012988,True
-54.0,-44.0,-49.0,24,0.7975882731703589,0.6051994125200716,0.8933172481556189,0.6406213981539701,0.5566546340580082,0.7224390335031443,0.000999000999000999,0.000999000999000999,True,0.6435813986974741,0.5475241572812635,0.7197844021206613,0.000999000999000999,0.003996003996003996,True
-52.0,-42.0,-47.0,24,0.7305132523868485,0.5293166163654167,0.8548776181838407,0.6420019304610084,0.5570200416324285,0.7299605919551329,0.025974025974025976,0.5884115884115884,True,0.6526629035706384,0.5766206482336418,0.7215607885390909,0.012987012987012988,0.4565434565434565,True
-50.0,-40.0,-45.0,24,0.7491951747927589,0.5795625888155145,0.874665096105698,0.6449605317773278,0.5549293979750566,0.7262730988455156,0.004995004995004995,0.1958041958041958,True,0.6597781548761147,0.584958928216456,0.7308440344017131,0.00999000999000999,0.1978021978021978,True
-48.0,-38.0,-43.0,24,0.8080150295476943,0.6510299645913507,0.8579814073504372,0.6447244128547387,0.5505438174497931,0.7260124509119292,0.000999000999000999,0.000999000999000999,True,0.6605494980313287,0.5773095347299885,0.7308311525195901,0.000999000999000999,0.000999000999000999,True
-46.0,-36.0,-41.0,24,0.7952859401547651,0.6528914339329837,0.8734659015965247,0.6429616425555253,0.5534001471980593,0.7278247134603144,0.000999000999000999,0.001998001998001998,True,0.6595417556576555,0.5767240971616864,0.7323504176286048,0.000999000999000999,0.003996003996003996,True
-44.0,-34.0,-39.0,24,0.7897941108116888,0.6498048122976835,0.8470368136184072,0.6438118581115043,0.5527876528528266,0.7283952755102233,0.000999000999000999,0.005994005994005994,True,0.6543121058774936,0.5678811877484773,0.7289656824233177,0.000999000999000999,0.013986013986013986,True
-42.0,-32.0,-37.0,24,0.7470149172954652,0.637578547702398,0.8217861472103406,0.6474319909476556,0.5626393474674235,0.734511053844681,0.015984015984015984,0.3206793206793207,True,0.650086023435375,0.5655852041666565,0.7301772732429772,0.007992007992007992,0.2647352647352647,True
-40.0,-30.0,-35.0,24,0.7181001459947558,0.5484122005357169,0.8574326505556452,0.6458989732359799,0.5588450590872707,0.7363446228940308,0.055944055944055944,0.8511488511488512,False,0.6555465893972836,0.5736624316526391,0.7308359784495708,0.056943056943056944,0.8271728271728271,True
-38.0,-28.0,-33.0,24,0.7813649180208088,0.6689245497475792,0.8544194356821746,0.6477962588713825,0.5507143333510474,0.7274272595677259,0.000999000999000999,0.02197802197802198,False,0.6606538731565251,0.591041131505641,0.7334188263879337,0.000999000999000999,0.007992007992007992,True
-36.0,-26.0,-31.0,24,0.7193531455046915,0.5864840807925299,0.7966036525388102,0.6476582842654087,0.5615565280594632,0.7296875513075006,0.04195804195804196,0.7922077922077922,False,0.6544753041825593,0.5698580202784267,0.7276717519051983,0.04395604395604396,0.7902097902097902,True
-34.0,-24.0,-29.0,24,0.7437534356028759,0.6321649873580758,0.8168897251791143,0.6480020570272575,0.5580139540071659,0.7261065370327692,0.00999000999000999,0.3156843156843157,False,0.657374679364636,0.5733492953815134,0.7307699017205534,0.007992007992007992,0.33666333666333664,True
-32.0,-22.0,-27.0,24,0.7058529014037989,0.6111912206672371,0.8505097434242387,0.6460970220229134,0.5520399221262152,0.7343010281012489,0.08391608391608392,0.936063936063936,False,0.6594795983128461,0.5813010110628266,0.7347603629628855,0.11488511488511488,0.975024975024975,False
-30.0,-20.0,-25.0,24,0.6456838815614085,0.5037726905475625,0.7648215219757977,0.6438523962684893,0.5546898134405049,0.7279434473813159,0.48151848151848153,1.0,False,0.6558903843721315,0.5729477752998141,0.7304859721740441,0.6063936063936064,1.0,False
-28.0,-18.0,-23.0,24,0.7095961232398671,0.5536211181362285,0.8011969430833159,0.6404440863720229,0.5529435495480521,0.7253083760343829,0.057942057942057944,0.8661338661338661,False,0.6599549148384221,0.5833199214804216,0.7342295617909804,0.1028971028971029,0.954045954045954,False
-26.0,-16.0,-21.0,24,0.7229974006310869,0.5018185876264383,0.7993508669745214,0.6450262507835052,0.5445776610013837,0.7198910244739614,0.02097902097902098,0.7102897102897103,False,0.6581235248243601,0.5790606061524723,0.7292310415919399,0.04495504495504495,0.8231768231768232,False
-24.0,-14.0,-19.0,24,0.6960038701701136,0.5255885539145302,0.8279413364448939,0.6485126231192082,0.5543495213249556,0.7291245877495289,0.12787212787212787,0.978021978021978,False,0.6624294927590466,0.5780902641105958,0.7292291775407432,0.18681318681318682,0.994005994005994,False
-22.0,-12.0,-17.0,24,0.7410796540190469,0.5776584590985435,0.8062487165425539,0.643585978156965,0.5488047632357786,0.7301651888587866,0.007992007992007992,0.3946053946053946,False,0.6682687003803485,0.5926730764630448,0.7321582815360879,0.012987012987012988,0.4145854145854146,False
-20.0,-10.0,-15.0,24,0.7821681692058975,0.563095437125761,0.8892810666999666,0.645758325910921,0.558589062134513,0.7287780020519169,0.000999000999000999,0.02097902097902098,False,0.6582537818939094,0.5741172580230536,0.7325754845270184,0.001998001998001998,0.017982017982017984,False
-18.0,-8.0,-13.0,24,0.7514102708652126,0.5664521536077549,0.8398299640649742,0.6438595769787374,0.5470342768367191,0.7322963512353354,0.006993006993006993,0.2627372627372627,False,0.650100943822313,0.5683041295525019,0.7280933900159439,0.004995004995004995,0.21678321678321677,False
-16.0,-6.0,-11.0,24,0.7057658988240966,0.5590175870801096,0.8548680121997284,0.6443998693588,0.5532626571856064,0.7267357510329231,0.07392607392607392,0.9170829170829171,False,0.6520203867316592,0.5668080689692668,0.7298318555954305,0.0999000999000999,0.954045954045954,False
-14.0,-4.0,-9.0,24,0.6927433187258158,0.5950629375660312,0.7554484630966305,0.644420663073653,0.5477583104662782,0.724507184604686,0.13886113886113885,0.9790209790209791,False,0.6666662584545128,0.5836153581751387,0.7326825624941391,0.22777222777222778,0.998001998001998,False
-12.0,-2.0,-7.0,24,0.7240187831553588,0.6074612312922854,0.7983460280568465,0.6411518636343002,0.5477948844721947,0.723770807853013,0.025974025974025976,0.6773226773226774,True,0.6597181315422973,0.5788999653493232,0.7281269389658798,0.03396603396603397,0.7882117882117882,True
-10.0,0.0,-5.0,24,0.7556514241584811,0.6104804077453773,0.8486357863380141,0.6420491455651377,0.5519095255304545,0.7296708091260157,0.004995004995004995,0.14285714285714285,True,0.6624573678703567,0.5827626418741132,0.7255033743260378,0.001998001998001998,0.12987012987012986,True
-8.0,2.0,-3.0,24,0.7965440020464455,0.6523294901944343,0.8738281702656217,0.6417161994960421,0.55756143502338,0.7283769661922183,0.000999000999000999,0.001998001998001998,True,0.6616329025537552,0.5839122055310658,0.7260277437530863,0.000999000999000999,0.002997002997002997,True
-6.0,4.0,-1.0,24,0.8069692329138747,0.6450227278165053,0.8646789495415446,0.6437910278185515,0.5615838394660295,0.7295888401590105,0.000999000999000999,0.000999000999000999,True,0.6585772259880754,0.5822874972282939,0.7257937723087238,0.000999000999000999,0.000999000999000999,True
-4.0,6.0,1.0,24,0.7588771280126678,0.6082297018797742,0.8772294940419846,0.6466512326237339,0.5576336515926043,0.7232909863341802,0.005994005994005994,0.11888111888111888,True,0.6534494728839533,0.5763349454028397,0.7219692512613021,0.001998001998001998,0.04695304695304695,True
-2.0,8.0,3.0,24,0.8101275756826908,0.6058426621086718,0.8675629227335264,0.64482677056855,0.5540993637553167,0.7254220097991608,0.000999000999000999,0.000999000999000999,True,0.6465885511956244,0.5624553351313872,0.721401008120544,0.000999000999000999,0.000999000999000999,True
0.0,10.0,5.0,24,0.7979279991810482,0.6332561509564657,0.8625282717848433,0.6431287507155758,0.5568762223402912,0.722094938437328,0.000999000999000999,0.000999000999000999,True,0.6483542747996949,0.5611699021462959,0.7224140551105965,0.000999000999000999,0.000999000999000999,True
2.0,12.0,7.0,24,0.7938732946199218,0.6558557437651087,0.8508535161445197,0.6451292862669374,0.5442621884134725,0.7197818952742344,0.000999000999000999,0.001998001998001998,True,0.6500370372929509,0.5641481762195882,0.7263920503700521,0.000999000999000999,0.003996003996003996,True
4.0,14.0,9.0,24,0.7839917020736493,0.6191668503935928,0.8407048486147304,0.6452863291643799,0.5471891342440578,0.7207277557880057,0.000999000999000999,0.012987012987012988,True,0.6490641463068676,0.5639470648453844,0.7266163643777225,0.000999000999000999,0.006993006993006993,True
6.0,16.0,11.0,24,0.7627078449692122,0.6239637336596622,0.8332660399357197,0.6472686989393377,0.5560011823889982,0.7252709825529763,0.002997002997002997,0.09090909090909091,True,0.6473091262677313,0.5634845290379682,0.7282770736885966,0.002997002997002997,0.07692307692307693,True
8.0,18.0,13.0,24,0.7546789974943365,0.6252385850659853,0.8424761503930783,0.6423922303006613,0.555698238852906,0.7279633148538848,0.004995004995004995,0.14785214785214784,True,0.6508332353187372,0.5676328282420475,0.724325851539617,0.006993006993006993,0.15784215784215785,True
