window_start_sec,window_end_sec,window_center_sec,n_seizures,obs_median_maxAB,obs_q25,obs_q75,all_contact_null_median,all_contact_null_p2.5,all_contact_null_p97.5,all_contact_pointwise_p,all_contact_maxt_p,all_contact_cluster_sig,within_shaft_null_median,within_shaft_null_p2.5,within_shaft_null_p97.5,within_shaft_pointwise_p,within_shaft_maxt_p,within_shaft_cluster_sig
-120.0,-110.0,-115.0,6,0.7298334036961209,0.6422544649343651,0.8398262794677355,0.7105954483390047,0.521815045058176,0.8628508591123539,0.41058941058941056,1.0,False,0.7779716161550666,0.6305825763391117,0.8709395275637735,0.7452547452547452,1.0,False
-118.0,-108.0,-113.0,6,0.801359213573573,0.6269666289176995,0.969177994894437,0.7163343740668203,0.5123349735151959,0.8844003238389104,0.1938061938061938,0.994005994005994,False,0.8725756156106383,0.6848710982469307,0.9539509452987113,0.8211788211788211,1.0,False
-116.0,-106.0,-111.0,6,0.7507063340656106,0.6199475227040638,0.8625276879092288,0.7134716894446986,0.5126931580212222,0.8863426124243953,0.34865134865134867,1.0,False,0.764442921846086,0.648212028353769,0.8306277740497019,0.6213786213786214,1.0,False
-114.0,-104.0,-109.0,6,0.67454554021026,0.5844189341112993,0.7653011091720854,0.7248069245255753,0.5278959041939827,0.8867416701980612,0.6863136863136863,1.0,False,0.7212193788964878,0.54881693201231,0.8301591048797913,0.7232767232767233,1.0,False
-112.0,-102.0,-107.0,6,0.7195732536008702,0.6580507532544647,0.7645450142319927,0.7220967112813157,0.5205215568141773,0.8964088257174,0.5194805194805194,1.0,False,0.7280850966971331,0.5771154481677294,0.8423524209476565,0.5684315684315684,1.0,False
-110.0,-100.0,-105.0,6,0.6348129864625855,0.5057275215183703,0.7947377793633715,0.7088131022276778,0.5105664098604048,0.8845043100628507,0.7412587412587412,1.0,False,0.7373809157017621,0.5486679900110175,0.8570198433330932,0.8591408591408591,1.0,False
-108.0,-98.0,-103.0,6,0.5160244586117997,0.4711082629957316,0.6028013548499375,0.6997708300936393,0.5074641393390336,0.8781030534597437,0.972027972027972,1.0,False,0.6872779181962562,0.5451032233248706,0.8119025493386665,0.994005994005994,1.0,False
-106.0,-96.0,-101.0,6,0.6122136159913399,0.48748887724972134,0.7622776701298584,0.706980506368094,0.5174622351220088,0.8711368855521646,0.8301698301698301,1.0,False,0.7672518745527015,0.5798991541375275,0.921741639454406,0.9410589410589411,1.0,False
-104.0,-94.0,-99.0,6,0.6812724145333755,0.5208860093178151,0.7990371312268911,0.7023657785499076,0.5137270195399707,0.8712833642547493,0.6013986013986014,1.0,False,0.7739431634729712,0.6144515866555763,0.8780411958945902,0.8731268731268731,1.0,False
-102.0,-92.0,-97.0,6,0.6939032079289351,0.6564824605815139,0.7951539235227126,0.7114050370402731,0.5179269801293114,0.8791689136970707,0.5704295704295704,1.0,False,0.7363436349917066,0.5825985046737441,0.866333155249954,0.7212787212787213,1.0,False
