subject,seed,condition,decision_contract_sha256,n_decisions
yuquan_hanyuxuan,20260725,unordered_prefix,9c28760f93b5ead76ee253a215ebc9e8cae86d5e1414636e3f72c493ffebf604,17524
yuquan_huanghanwen,20260725,full_history,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,history_1,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,history_2,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,history_3,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,history_3_rank_shuffle,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,lag0_removed,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,lag1_removed,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,lag2_removed,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,lag3plus_removed,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,linear_state,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,linear_state_rank_shuffle,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_huanghanwen,20260725,unordered_prefix,bd46d07909ba2220c321fde111b372eb1b894ede6a08b377561db3e39287c433,588
yuquan_litengsheng,20260725,full_history,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,history_1,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,history_2,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,history_3,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,history_3_rank_shuffle,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,lag0_removed,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,lag1_removed,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,lag2_removed,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,lag3plus_removed,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,linear_state,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,linear_state_rank_shuffle,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_litengsheng,20260725,unordered_prefix,ef31cfb9cb7feb0ffab929939742146ec46de1d3bd2cb0cacf3c1a55bd99a598,1973
yuquan_liyouran,20260725,full_history,548582069380c768f321054e7e1b3e053f96ca129cdd7012673b58421679c4a0,5873
yuquan_liyouran,20260725,history_1,548582069380c768f321054e7e1b3e053f96ca129cdd7012673b58421679c4a0,5873
yuquan_liyouran,20260725,history_2,548582069380c768f321054e7e1b3e053f96ca129cdd7012673b58421679c4a0,5873
