window_start_sec,window_end_sec,window_center_sec,n_seizures,mean_maxAB_abs_corr,median_maxAB_abs_corr,sd_maxAB_abs_corr,var_maxAB_abs_corr,q25_maxAB_abs_corr,q75_maxAB_abs_corr,mean_maxAB_signed_corr,median_maxAB_signed_corr,sd_maxAB_signed_corr,var_maxAB_signed_corr
-120.0,-110.0,-115.0,25,0.5647432962189991,0.5469069550432863,0.22101752989621298,0.0488487485214234,0.3819450675960597,0.7345447299557585,-0.10799760654269751,-0.27264132167517513,0.607390513269946,0.3689232356103284
-118.0,-108.0,-113.0,25,0.5284699271073167,0.5067610130261215,0.24697293620020003,0.06099563121534807,0.30264761056968137,0.7765547412532557,-0.02004991990077885,-0.1249728627699865,0.5928693210209416,0.35149403180783234
-116.0,-106.0,-111.0,25,0.5471940414264105,0.4955630523116091,0.22105414180490604,0.04886493360910351,0.3676622821779419,0.7113218160434345,-0.15687791544350288,-0.3256127156111643,0.5789006957186619,0.33512601550355076
-114.0,-104.0,-109.0,25,0.5848441173058049,0.6035362566559774,0.24763686641147248,0.06132401760609347,0.44228259704291273,0.776640645823044,-0.22483666671422778,-0.44228259704291273,0.6041196864635378,0.3649605955728032
-112.0,-102.0,-107.0,25,0.6604368846294375,0.668420007816285,0.2120121323920806,0.04494914428143711,0.5176564174590057,0.8412238651893251,-0.2649778459853682,-0.5176564174590057,0.6528102696436856,0.4261612481522615
-110.0,-100.0,-105.0,25,0.6199768500711803,0.6825122913689299,0.22462287254340796,0.0504554348696521,0.4333421651979518,0.7971112337455196,-0.30907567480422293,-0.49210934548628066,0.5927344291355698,0.3513341034826698
-108.0,-98.0,-103.0,25,0.5834426984562907,0.5506534639559723,0.2258755666733978,0.05101977162002858,0.41994306607403026,0.8045108352999695,-0.31470113256103877,-0.41994306607403026,0.5499503389530438,0.3024453753145678
-106.0,-96.0,-101.0,25,0.5857188038737142,0.6415931014826282,0.22440189927356416,0.05035621239758283,0.41742576952598365,0.7819116803423062,-0.1401263137786902,-0.37038290486913505,0.6223051044468076,0.3872636430205521
-104.0,-94.0,-99.0,25,0.5351393051381609,0.5471729696523953,0.18953688098681454,0.0359242292542099,0.4207509158756846,0.6432351177544038,-0.09171092661138307,-0.3364729852393965,0.5704990888174477,0.32546921034153814
-102.0,-92.0,-97.0,25,0.5475064306080085,0.5191053816170592,0.1979604173445205,0.03918832683521673,0.40077187243595946,0.6703837245698645,0.0436794671765811,0.3321116848358241,0.591146651878523,0.34945436402718766
-100.0,-90.0,-95.0,25,0.5617889927138249,0.6532275421766259,0.25175260586126286,0.06337937455793637,0.3446395372318772,0.7582413002367887,-0.046624683372055886,-0.2210245962085994,0.6243973851596905,0.3898720945942588
-98.0,-88.0,-93.0,25,0.6197586051671568,0.6684945306378722,0.20377259347451324,0.04152326985132923,0.4988585127869482,0.7819493088274323,0.03667060901532199,-0.24140063722333588,0.6634963688126436,0.44022743142756365
-96.0,-86.0,-91.0,25,0.5596011118046599,0.5750638362425218,0.180815236200376,0.032694149642197766,0.38114285139078474,0.72127656233765,0.04043104882973783,-0.3085907933672953,0.5976561147865194,0.3571928315417172
-94.0,-84.0,-89.0,25,0.5620190241617017,0.5706402268612343,0.1865124037309111,0.034786876745482385,0.42343707221316984,0.7210831522740379,0.19459574597378093,0.437706129904823,0.5695331429156858,0.32436800087941897
-92.0,-82.0,-87.0,25,0.5582948584957126,0.5710540348760695,0.16738976239100375,0.028019332553316696,0.4839917281022562,0.6327490798842758,-0.011104190704261847,0.20909546777049487,0.5937771092256329,0.3525712554403491
-90.0,-80.0,-85.0,25,0.5042352098430875,0.4547380206865179,0.18915822887666678,0.035780835551757456,0.32936576973948917,0.6175877214515271,-0.0620643571843178,-0.21576220675155577,0.5446240719356401,0.29661537973175733
-88.0,-78.0,-83.0,25,0.5679486852580988,0.6355381019919343,0.20820471658125417,0.043349204006680374,0.38788276472300726,0.7363189977401751,-0.19630108374916072,-0.38788276472300726,0.5824220525920554,0.33921544734554293
-86.0,-76.0,-81.0,25,0.5640570047824625,0.6104305368040519,0.21245514105670354,0.0451371869614238,0.35819675170238646,0.7168905036746914,-0.19108406071756565,-0.35819675170238646,0.5818244346690269,0.33851967277793277
-84.0,-74.0,-79.0,25,0.6183070955757646,0.6481216754612634,0.20258253788982045,0.041039684657880535,0.5130965922613869,0.7758425298741083,-0.14291449045669774,-0.4777779214328547,0.6465269475310026,0.4179970938837558
-82.0,-72.0,-77.0,25,0.5958624728261931,0.5784923063692613,0.20821769661547945,0.04335460918385584,0.4810683870509838,0.756703015788811,-0.017132967996638594,-0.34371980590964485,0.6425688782362439,0.4128947632777848
-80.0,-70.0,-75.0,25,0.5498313712161783,0.5487765732223489,0.2139127605785185,0.04575866913832257,0.3580089011101149,0.7073023923284159,0.06290686534291139,0.20588214849945133,0.5971159726822522,0.3565474848322723
-78.0,-68.0,-73.0,25,0.5629168757567176,0.5985586045291897,0.21521616615910194,0.046317998176222175,0.3932526068632446,0.7307554714473976,-0.11008925499056733,-0.37463601754468295,0.6031350760786118,0.36377191999635294
-76.0,-66.0,-71.0,25,0.5757595984902797,0.5710311804706231,0.2158089055958626,0.04657348373448394,0.4064321986763169,0.7302083516056208,0.05391422573681742,0.2842954984995014,0.6235841595683578,0.3888572040645751
-74.0,-64.0,-69.0,25,0.5457536594423056,0.568965436980445,0.1855936113262074,0.03444498856510334,0.4849159551660712,0.6806195069829566,0.14846542120136597,0.4849159551660712,0.5672230092416881,0.32174194221319624
-72.0,-62.0,-67.0,25,0.5067715402377692,0.46941504370405784,0.22925785908970434,0.05255916595439473,0.300582058750229,0.6638692529393642,0.12919478848153015,0.27260071366110533,0.5501731734383658,0.3026905207712422
-70.0,-60.0,-65.0,25,0.529210379178087,0.5010908428102281,0.21568068429940337,0.04651815757985891,0.34531687832228525,0.6748806768322448,-0.04427523199822813,-0.23111069746390653,0.5798354297215703,0.3362091255603981
-68.0,-58.0,-63.0,25,0.5569320411458304,0.5621076269323255,0.19740236468094574,0.03896769358162909,0.4497086642920824,0.6862303529158176,-0.05982344773651332,-0.4103857287134641,0.5986124923818112,0.35833691603556406
-66.0,-56.0,-61.0,25,0.6176213591779617,0.6302233865955498,0.21703066980160463,0.047102311634533135,0.5117855012091632,0.8058148372440065,-0.08820996057363731,0.16132477245998772,0.6605658601229564,0.4363472555599812
-64.0,-54.0,-59.0,25,0.6453425912573775,0.641730424126958,0.21398381061272545,0.04578907120434276,0.5523710645509059,0.8340394782430148,-0.15266245665167186,-0.40144162371632564,0.6747829456388428,0.4553320237250334
-62.0,-52.0,-57.0,25,0.6686101047684708,0.7461494237039004,0.19353418841333125,0.037455482084806806,0.513179285491138,0.8423156297216399,-0.27260750022211544,-0.6021897179485624,0.6524647865837997,0.42571029773184327
-60.0,-50.0,-55.0,25,0.6715210901159672,0.6909342402297319,0.15898455882222917,0.02527608994389885,0.5374746358982662,0.7751747129067146,-0.10039118203141459,-0.47526850819969346,0.6960657531403248,0.48450753269480756
-58.0,-48.0,-53.0,25,0.6197652044341012,0.6678585848731244,0.2420040997245211,0.05856598428347596,0.4069975923020155,0.8456275785228942,-0.3459442580911976,-0.4590190834985192,0.5779406902899501,0.3340154414928241
-56.0,-46.0,-51.0,25,0.6255887137872904,0.6923618059204616,0.22374599140143195,0.050062268668209654,0.45904308083101936,0.7888154552049907,-0.4087618712674797,-0.6555770579901669,0.5326180907177475,0.2836820305598187
-54.0,-44.0,-49.0,25,0.633695331587726,0.6425077925996321,0.2201617341016515,0.04847118916264629,0.449641558609479,0.8098195937001643,-0.4038624264963747,-0.6207700439818876,0.5448597443156423,0.29687214097570713
-52.0,-42.0,-47.0,25,0.5764315340788441,0.5640354692194364,0.23570398440314533,0.055556368263518174,0.3704832716293975,0.7666904172464896,-0.27515749205650847,-0.4399016526359264,0.5681620418604914,0.3228081058110827
-50.0,-40.0,-45.0,25,0.5567180976765769,0.582108809549737,0.24186857539798717,0.058500407765051804,0.3411455201507196,0.7858915900379568,-0.30176195105271253,-0.45156341586375465,0.5352522347687435,0.28649495482493414
-48.0,-38.0,-43.0,25,0.6161205705672523,0.6339567109085792,0.2191158036752816,0.04801173542026455,0.4306445555159716,0.7869281301712712,-0.2811993735225695,-0.48750121837755445,0.60088713566041,0.3610653498021719
-46.0,-36.0,-41.0,25,0.6174539701090956,0.6060633657226762,0.20719702970036008,0.0429306091166519,0.49886783446877997,0.7740859590020187,-0.23896478431270385,-0.525118490748016,0.6169132011253797,0.38058189772276324
-44.0,-34.0,-39.0,25,0.6141065683879114,0.7056704907160665,0.23093000851719045,0.053328668833749655,0.394581814052518,0.7961857899305138,-0.14407971116463553,-0.3699361063660518,0.6515713668447763,0.42454524609197014
-42.0,-32.0,-37.0,25,0.6258750027107342,0.6360879148529758,0.2027298125873228,0.041099376911691035,0.5092235145726224,0.7733388547032414,-0.02963977551374155,-0.3099692130148887,0.6694963938794467,0.4482254214175832
-40.0,-30.0,-35.0,25,0.5627867057243382,0.6111171214830872,0.27586698135806825,0.07610259140361277,0.28927771643089684,0.8180972080117368,-0.28404540300402736,-0.4653357045187266,0.5674371963411098,0.3219849717914592
-38.0,-28.0,-33.0,25,0.6122929423158765,0.6499048117625894,0.22901728914259137,0.052448918726221296,0.4508357582786932,0.7824461599560647,-0.21646385224264506,-0.3708341200509363,0.6278244594922613,0.39416355193675007
-36.0,-26.0,-31.0,25,0.5612773528829298,0.5198848402587081,0.21101023392718984,0.04452531882200738,0.3949400526487688,0.6858287994683562,-0.284763734378188,-0.48107074660831584,0.5368563864753395,0.2882147796993591
-34.0,-24.0,-29.0,25,0.5895963003613368,0.5687939704977605,0.20896232451993893,0.04366525306877627,0.4700100378504762,0.8022345034516528,-0.2483894629228121,-0.47324575741907676,0.5843845721628846,0.34150532818199775
-32.0,-22.0,-27.0,25,0.6074331350221454,0.6125959860569788,0.20281989952809112,0.04113591164458497,0.4370807437155411,0.742330470927687,-0.15090818830718733,-0.35589177528686616,0.6338475495300803,0.4017627160452875
-30.0,-20.0,-25.0,25,0.5690475831046058,0.6067789911406122,0.19350010876987642,0.037442292093954006,0.4258971038165415,0.7057261039025489,-0.2432899971442053,-0.4258971038165415,0.5595475567524787,0.3130934682676684
-28.0,-18.0,-23.0,25,0.5732870318593212,0.6327492191700724,0.22303552356333453,0.04974484477117075,0.3863902647383575,0.7583788818162905,-0.26375140442440803,-0.4372141993408757,0.5653614888415666,0.31963361306515276
-26.0,-16.0,-21.0,25,0.5382470564446515,0.5446347730080292,0.2466238607624793,0.06082332869739077,0.3073972398939905,0.7704411581341679,-0.18033014947185788,-0.34615925960151006,0.5733502842506457,0.32873054845029626
-24.0,-14.0,-19.0,25,0.5695204063278756,0.5394065766764143,0.19533095706534284,0.03815418278806281,0.4225879690142772,0.7144544642207707,-0.1252801391286134,-0.37653269000432643,0.5997277120357796,0.3596733285836709
-22.0,-12.0,-17.0,25,0.5752311616045261,0.5596486367795565,0.1987570531517879,0.03950436617758264,0.40136523168246313,0.7245660542530415,-0.07478269859698748,-0.29761240996150656,0.6151072304907527,0.378356905002004
-20.0,-10.0,-15.0,25,0.5789907658331258,0.6305042668574518,0.2340959925465275,0.05480093372634385,0.3434779874594418,0.7666915756583558,-0.06529824079819538,-0.3168123249380411,0.6321057261299171,0.39955764900622975
-18.0,-8.0,-13.0,25,0.578913296463287,0.6848336786102831,0.24174473442438085,0.058440516621914435,0.3044922560652951,0.7765340594243104,-0.13246637732617347,-0.25028171484634043,0.6239125202912292,0.3892668329761535
-16.0,-6.0,-11.0,25,0.5883575635537819,0.5727288310794736,0.2304301747226066,0.053098065422691,0.4642492112216673,0.7960375564691001,-0.1813337438559111,-0.4642492112216673,0.6159823106360995,0.3794342070165882
-14.0,-4.0,-9.0,25,0.5949775519687157,0.5848067540223448,0.20682482045597367,0.04277650635664574,0.4569559386730827,0.7489175089005328,0.027491398697624177,0.26044643549955393,0.640888020353005,0.41073745463199374
-12.0,-2.0,-7.0,25,0.6142639512389991,0.6413292001324268,0.21347908899661808,0.04557332143882598,0.4410591952973022,0.8209482488587767,-0.05609341251712475,-0.3163337715486262,0.6598012006825144,0.4353376244220875
-10.0,0.0,-5.0,25,0.6683079019798593,0.6912916079654484,0.23352909861593463,0.054535839900370926,0.5022256303746778,0.8764710649830703,0.058044764903688505,0.2512110002557162,0.718520371594432,0.5162715243962007
-8.0,2.0,-3.0,25,0.7304492618754072,0.7805362555337285,0.21057146468727062,0.04434034174054246,0.5955686994126631,0.8858941429724788,0.29065794486837404,0.6738893951335764,0.7156296843588614,0.5121258451355637
-6.0,4.0,-1.0,25,0.7211441429311374,0.8015235522372238,0.21755925020548234,0.04733202734997166,0.6036148646442749,0.8829116399048536,0.2723083872247875,0.6176621332797247,0.7154076368486337,0.5118080868613466
-4.0,6.0,1.0,25,0.7234536884044087,0.8013786913279072,0.22370680865721995,0.05004473623959802,0.6548595728506986,0.8888516534642555,0.14142562759315028,0.6036579387464239,0.7578938593204642,0.5744031019956676
-2.0,8.0,3.0,25,0.7325193627508969,0.7976766921797591,0.2316024981118685,0.053639717131658056,0.7140148458520705,0.8965160988462448,0.20349820614132702,0.7140148458520705,0.7546158137786584,0.5694450264048269
0.0,10.0,5.0,24,0.7633970885511489,0.7997581059436782,0.1785772152697569,0.03188982181350109,0.7256669798277435,0.869476085506108,0.09442566515481117,0.7015134775981804,0.7941656739692328,0.6306991177110057
2.0,12.0,7.0,24,0.7169138453458004,0.7938705308472194,0.2302452422241266,0.053012871566846725,0.6910966504232527,0.8520232558695604,-0.027317994490098918,-0.19292555724228472,0.7671674772612636,0.5885459381674114
4.0,14.0,9.0,24,0.7185228583962293,0.7964071064894573,0.21066954090837628,0.04438165546654602,0.5851920166740404,0.8725924457130105,-0.08811747978219424,-0.36892883498788626,0.7582883431955528,0.5750012114262565
6.0,16.0,11.0,24,0.7334264893853275,0.7933380207813001,0.19144568194461584,0.03665144913523901,0.6005645461761459,0.8968369280347419,0.05002211953037942,0.454901911755769,0.771584372220565,0.5953424434550034
8.0,18.0,13.0,23,0.7317969231857225,0.7842913629575287,0.21972764908281828,0.048280239771462126,0.6791809805532021,0.8714921167712506,0.025116630721172935,0.25152669739773426,0.7794161796094625,0.6074895810370099
10.0,20.0,15.0,22,0.7305350393774751,0.7807663642358401,0.17866906169508384,0.03192263360700168,0.6100120060387841,0.8643022017554535,0.08158522545227959,0.48764051769776084,0.7642279574577934,0.5840443709601109
